Column,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Age_Band_of_Driver,Sex_of_Driver,Driver_age_sex,Vehicle_Type
229,2016010001977,Slight,2016-11-16,Wednesday,Daylight,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,30,11:15:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
230,2016010001980,Slight,2016-11-17,Thursday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Dual carriageway,None,30,06:35:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
231,2016010002041,Slight,2016-11-17,Thursday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,10:16:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
233,2016010002064,Slight,2016-11-16,Wednesday,Darkness - lights lit,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,18:10:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
236,2016010002090,Slight,2016-11-17,Thursday,Darkness - lights lit,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,40,17:21:00,Urban,Raining no high winds,66 - 75,Male,66 - 75_Male,9
237,2016010002091,Slight,2016-11-17,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,14:55:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
238,2016010002097,Slight,2016-11-17,Thursday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,30,19:20:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
240,2016010002120,Fatal,2016-11-17,Thursday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Dual carriageway,None,30,23:20:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
243,2016010002149,Slight,2016-11-18,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,40,08:30:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
244,2016010002156,Slight,2016-11-17,Thursday,Daylight,2,0,1,Metropolitan Police,Dry,Single carriageway,None,30,15:10:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
247,2016010002240,Slight,2016-11-18,Friday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,20,16:55:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
249,2016010002243,Slight,2016-11-18,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,14:00:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
251,2016010002258,Slight,2016-11-18,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:00:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
252,2016010002260,Slight,2016-11-18,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
253,2016010002262,Slight,2016-11-18,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:17:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
255,2016010002268,Serious,2016-11-18,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,16:20:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
256,2016010002278,Slight,2016-11-18,Friday,Darkness - lights lit,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,17:10:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
258,2016010002281,Slight,2016-11-18,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,16:47:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
259,2016010002285,Serious,2016-11-18,Friday,Darkness - lights lit,1,2,5,Metropolitan Police,Dry,Single carriageway,None,30,16:23:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
261,2016010002322,Slight,2016-11-18,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:45:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
264,2016010002372,Slight,2016-11-17,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,One way street,None,30,11:00:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
267,2016010002388,Slight,2016-11-19,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,19:02:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
269,2016010002408,Serious,2016-11-18,Friday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Dual carriageway,None,30,19:35:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
271,2016010002415,Slight,2016-11-19,Saturday,Darkness - lights lit,2,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,21:30:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
273,2016010002424,Slight,2016-11-19,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,22:52:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
274,2016010002434,Slight,2016-11-19,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,21:25:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
275,2016010002436,Slight,2016-11-20,Sunday,Darkness - lights lit,1,2,5,Metropolitan Police,Wet or damp,Dual carriageway,None,30,00:15:00,Urban,Raining + high winds,36 - 45,Male,36 - 45_Male,9
276,2016010002439,Slight,2016-11-19,Saturday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,20,22:14:00,Urban,Raining no high winds,16 - 20,Male,16 - 20_Male,9
277,2016010002442,Slight,2016-11-19,Saturday,Daylight,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,40,11:55:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
278,2016010002443,Slight,2016-11-19,Saturday,Darkness - lights lit,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,20,21:40:00,Urban,Raining + high winds,46 - 55,Male,46 - 55_Male,9
279,2016010002449,Slight,2016-11-20,Sunday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Dual carriageway,None,50,05:51:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
281,2016010002476,Slight,2016-11-20,Sunday,Darkness - lights lit,1,2,1,Metropolitan Police,Wet or damp,Single carriageway,None,20,00:01:00,Urban,Raining no high winds,46 - 55,Male,46 - 55_Male,9
282,2016010002483,Slight,2016-11-20,Sunday,Daylight,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,30,14:15:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
285,2016010002501,Serious,2016-11-20,Sunday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,One way street,None,30,18:26:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
287,2016010002556,Slight,2016-11-21,Monday,Daylight,1,0,8,Metropolitan Police,Wet or damp,Dual carriageway,None,30,09:35:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
289,2016010002578,Slight,2016-11-21,Monday,Daylight,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,10:41:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
290,2016010002580,Serious,2016-11-21,Monday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Dual carriageway,None,30,10:00:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
291,2016010002581,Slight,2016-11-21,Monday,Daylight,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,11:19:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
293,2016010002624,Slight,2016-11-21,Monday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,15:00:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
294,2016010002628,Slight,2016-11-21,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,18:10:00,Urban,Raining no high winds,66 - 75,Male,66 - 75_Male,9
296,2016010002657,Slight,2016-11-21,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,19:00:00,Urban,Raining no high winds,56 - 65,Female,56 - 65_Female,9
297,2016010002664,Slight,2016-11-19,Saturday,Darkness - lights lit,1,0,8,Metropolitan Police,Wet or damp,Single carriageway,None,30,17:38:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
298,2016010002666,Slight,2016-11-21,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,21:14:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
300,2016010002729,Slight,2016-11-22,Tuesday,Darkness - lights unlit,1,0,0,Metropolitan Police,Wet or damp,Roundabout,None,20,09:46:00,Urban,Fine + high winds,66 - 75,Male,66 - 75_Male,9
301,2016010002733,Slight,2016-11-22,Tuesday,Daylight,1,2,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,07:16:00,Urban,Raining no high winds,21 - 25,Male,21 - 25_Male,9
304,2016010002776,Slight,2016-11-22,Tuesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,12:03:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
306,2016010002785,Slight,2016-11-22,Tuesday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,20,09:08:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
307,2016010002816,Slight,2016-11-21,Monday,Daylight,2,0,1,Metropolitan Police,Wet or damp,Dual carriageway,None,30,13:07:00,Urban,Raining no high winds,26 - 35,Female,26 - 35_Female,9
314,2016010002854,Slight,2016-11-22,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,23:29:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
315,2016010002859,Slight,2016-11-22,Tuesday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,23:46:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
316,2016010002861,Slight,2016-11-22,Tuesday,Darkness - lights lit,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,22:35:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
317,2016010002862,Slight,2016-11-23,Wednesday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,00:10:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
320,2016010002951,Slight,2016-11-23,Wednesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,08:55:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
321,2016010002959,Slight,2016-11-23,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:13:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
322,2016010002976,Slight,2016-11-23,Wednesday,Daylight,1,0,4,Metropolitan Police,Dry,Dual carriageway,None,30,10:00:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
323,2016010002977,Serious,2016-11-23,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:10:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
326,2016010003012,Slight,2016-11-23,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,15:34:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
327,2016010003017,Slight,2016-11-23,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,One way street,Roadworks,30,18:45:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
329,2016010003024,Slight,2016-11-23,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,07:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
331,2016010003029,Slight,2016-11-23,Wednesday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,20,16:43:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
332,2016010003030,Serious,2016-11-23,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:45:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
333,2016010003031,Slight,2016-11-23,Wednesday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,17:10:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
334,2016010003034,Slight,2016-11-23,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,14:52:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
336,2016010003039,Slight,2016-11-23,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,21:15:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
338,2016010003132,Slight,2016-11-24,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,07:33:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
340,2016010003173,Slight,2016-11-24,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,One way street,None,30,12:20:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
341,2016010003220,Serious,2016-11-24,Thursday,Daylight,1,0,8,Metropolitan Police,Dry,One way street,None,30,13:25:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
342,2016010003221,Slight,2016-11-24,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Slip road,None,30,15:31:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
343,2016010003223,Slight,2016-11-24,Thursday,Darkness - lights unlit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:38:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
344,2016010003225,Serious,2016-11-24,Thursday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,40,16:24:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
345,2016010003249,Serious,2016-11-24,Thursday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,One way street,None,20,18:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
347,2016010003267,Slight,2016-11-24,Thursday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,23:15:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
349,2016010003287,Slight,2016-11-24,Thursday,Daylight,1,2,1,Metropolitan Police,Dry,Single carriageway,None,30,12:31:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
350,2016010003291,Slight,2016-11-24,Thursday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,12:12:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
352,2016010003360,Slight,2016-11-25,Friday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,20,08:35:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
353,2016010003366,Serious,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:32:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
355,2016010003376,Slight,2016-11-25,Friday,Daylight,1,0,4,Metropolitan Police,Dry,One way street,None,30,09:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
356,2016010003378,Serious,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,08:05:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
357,2016010003401,Slight,2016-11-25,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:34:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
359,2016010003408,Slight,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,12:45:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
360,2016010003412,Serious,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,07:55:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
361,2016010003414,Slight,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,11:15:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
362,2016010003427,Serious,2016-11-25,Friday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,Roadworks,30,14:00:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
363,2016010003432,Slight,2016-11-25,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,14:24:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
364,2016010003444,Slight,2016-11-24,Thursday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,20:12:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
365,2016010003449,Slight,2016-11-25,Friday,Daylight,1,0,8,Metropolitan Police,Dry,Roundabout,None,30,10:05:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
366,2016010003454,Slight,2016-11-25,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,16:50:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
367,2016010003455,Slight,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,16:20:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
369,2016010003463,Slight,2016-11-25,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Dual carriageway,None,40,15:10:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
370,2016010003464,Serious,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,15:15:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
372,2016010003470,Serious,2016-11-25,Friday,Darkness - lights lit,1,2,1,Metropolitan Police,Dry,Dual carriageway,None,30,19:30:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
373,2016010003478,Serious,2016-11-25,Friday,Daylight,3,0,5,Metropolitan Police,Dry,Single carriageway,None,30,15:22:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
374,2016010003483,Slight,2016-11-25,Friday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,21:12:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
375,2016010003485,Slight,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:43:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
381,2016010003526,Serious,2016-11-26,Saturday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,09:55:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
383,2016010003537,Slight,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,09:57:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
384,2016010003554,Slight,2016-11-26,Saturday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,17:33:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
386,2016010003558,Slight,2016-11-07,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,16:10:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
389,2016010003567,Slight,2016-11-26,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,14:57:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
390,2016010003569,Slight,2016-11-26,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:32:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
391,2016010003573,Slight,2016-11-26,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:10:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
393,2016010003577,Slight,2016-11-26,Saturday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,One way street,None,20,20:57:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
396,2016010003592,Serious,2016-11-26,Saturday,Darkness - lights lit,1,2,1,Metropolitan Police,Dry,One way street,None,20,22:30:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
397,2016010003599,Slight,2016-11-27,Sunday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,01:55:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
399,2016010003614,Slight,2016-11-08,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:20:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
400,2016010003617,Slight,2016-11-27,Sunday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,10:13:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
401,2016010003621,Slight,2016-11-27,Sunday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,10:11:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
404,2016010003630,Serious,2016-11-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:30:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
406,2016010003633,Slight,2016-11-27,Sunday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:50:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
